incident_id,token_count,chunk_count
RCA-01271,45,1
RCA-01272,52,1
RCA-01273,45,1
RCA-01274,44,1
RCA-01275,45,1
RCA-01276,43,1
RCA-01277,45,1
RCA-01278,44,1
RCA-01279,43,1
RCA-01280,44,1
RCA-01281,46,1
RCA-01282,46,1
RCA-01283,42,1
RCA-01284,43,1
RCA-01285,46,1
RCA-01286,43,1
RCA-01287,59,1
RCA-01288,47,1
RCA-01289,48,1
RCA-01290,45,1
RCA-01291,55,1
RCA-01292,46,1
RCA-01293,56,1
RCA-01294,45,1
RCA-01295,43,1
RCA-01296,48,1
RCA-01297,49,1
RCA-01298,45,1
RCA-01299,41,1
RCA-01300,46,1
RCA-01301,44,1
RCA-01302,46,1
RCA-01303,42,1
RCA-01304,44,1
RCA-01305,47,1
RCA-01306,46,1
RCA-01307,61,1
RCA-01308,46,1
RCA-01309,44,1
RCA-01310,46,1
RCA-01311,46,1
RCA-01312,45,1
RCA-01313,45,1
RCA-01314,44,1
RCA-01315,50,1
RCA-01316,46,1
RCA-01317,46,1
RCA-01318,44,1
RCA-01319,42,1
RCA-01320,43,1
RCA-01321,56,1
RCA-01322,44,1
RCA-01323,49,1
RCA-01324,45,1
RCA-01325,41,1
RCA-01326,46,1
RCA-01327,47,1
RCA-01328,44,1
RCA-01329,44,1
RCA-01330,44,1
RCA-01331,49,1
RCA-01332,46,1
RCA-01333,48,1
RCA-01334,46,1
RCA-01335,45,1
RCA-01336,44,1
RCA-01337,54,1
RCA-01338,45,1
RCA-01339,43,1
RCA-01340,45,1
RCA-01341,44,1
RCA-01342,46,1
RCA-01343,46,1
RCA-01344,46,1
RCA-01345,49,1
RCA-01346,43,1
RCA-01347,45,1
RCA-01348,44,1
RCA-01349,46,1
RCA-01350,44,1
RCA-01351,46,1
RCA-01352,44,1
RCA-01353,48,1
RCA-01354,43,1
RCA-01355,45,1
RCA-01356,42,1
RCA-01357,47,1
RCA-01358,43,1
RCA-01359,46,1
RCA-01360,45,1
RCA-01361,45,1
RCA-01362,42,1
RCA-01363,46,1
RCA-01364,46,1
RCA-01365,41,1
RCA-01366,45,1
RCA-01367,46,1
RCA-01368,45,1
RCA-01369,47,1
RCA-01370,42,1
RCA-01371,44,1
RCA-01372,43,1
RCA-01373,43,1
RCA-01374,47,1
RCA-01375,45,1
RCA-01376,46,1
RCA-01377,45,1
RCA-01378,46,1
RCA-01379,44,1
RCA-01380,48,1
RCA-01381,46,1
RCA-01382,57,1
RCA-01383,45,1
RCA-01384,45,1
RCA-01385,47,1
RCA-01386,47,1
RCA-01387,57,1
RCA-01388,44,1
RCA-01389,45,1
RCA-01390,46,1
RCA-01391,47,1
RCA-01392,44,1
RCA-01393,48,1
RCA-01394,44,1
RCA-01395,48,1
RCA-01396,41,1
RCA-01397,46,1
RCA-01398,45,1
RCA-01399,45,1
RCA-01400,59,1
RCA-01401,44,1
RCA-01402,46,1
RCA-01403,43,1
RCA-01404,46,1
RCA-01405,48,1
RCA-01406,43,1
RCA-01407,59,1
RCA-01408,47,1
RCA-01409,42,1
RCA-01410,46,1
RCA-01411,56,1
RCA-01412,45,1
RCA-01413,45,1
RCA-01414,45,1
RCA-01415,46,1
RCA-01416,48,1
RCA-01417,58,1
RCA-01418,46,1
RCA-01419,46,1
RCA-01420,46,1
RCA-01421,43,1
RCA-01422,43,1
RCA-01423,43,1
RCA-01424,44,1
RCA-01425,48,1
RCA-01426,49,1
RCA-01427,46,1
RCA-01428,44,1
RCA-01429,46,1
RCA-01430,44,1
RCA-01431,45,1
RCA-01432,46,1
RCA-01433,45,1
RCA-01434,44,1
RCA-01435,41,1
RCA-01436,43,1
RCA-01437,43,1
RCA-01438,45,1
RCA-01439,44,1
RCA-01440,42,1
RCA-01441,55,1
RCA-01442,42,1
RCA-01443,44,1
RCA-01444,43,1
RCA-01445,46,1
RCA-01446,46,1
RCA-01447,45,1
RCA-01448,43,1
RCA-01449,46,1
RCA-01450,43,1
RCA-01451,47,1
RCA-01452,59,1
RCA-01453,45,1
RCA-01454,44,1
RCA-01455,63,1
RCA-01456,44,1
RCA-01457,47,1
RCA-01458,42,1
RCA-01459,59,1
RCA-01460,41,1
RCA-01461,43,1
RCA-01462,46,1
RCA-01463,46,1
RCA-01464,44,1
RCA-01465,44,1
RCA-01466,46,1
RCA-01467,44,1
RCA-01468,47,1
RCA-01469,45,1
RCA-01470,44,1
RCA-01471,60,1
RCA-01472,42,1
RCA-01473,46,1
RCA-01474,44,1
RCA-01475,46,1
RCA-01476,45,1
RCA-01477,45,1
RCA-01478,45,1
RCA-01479,48,1
RCA-01480,57,1
RCA-01481,46,1
RCA-01482,52,1
RCA-01483,45,1
RCA-01484,46,1
RCA-01485,41,1
RCA-01486,44,1
RCA-01487,43,1
RCA-01488,46,1
RCA-01489,52,1
RCA-01490,45,1
RCA-01491,45,1
RCA-01492,44,1
RCA-01493,46,1
RCA-01494,46,1
RCA-01495,46,1
RCA-01496,43,1
RCA-01497,44,1
RCA-01498,47,1
RCA-01499,46,1
RCA-01500,45,1
RCA-01501,60,1
RCA-01502,48,1
RCA-01503,45,1
RCA-01504,45,1
RCA-01505,45,1
RCA-01506,48,1
RCA-01507,43,1
RCA-01508,42,1
RCA-01509,42,1
RCA-01510,45,1
RCA-01511,47,1
RCA-01512,48,1
RCA-01513,45,1
RCA-01514,47,1
RCA-01515,48,1
RCA-01516,46,1
RCA-01517,48,1
RCA-01518,46,1
RCA-01519,47,1
RCA-01520,45,1
RCA-01521,45,1
RCA-01522,48,1
RCA-01523,43,1
RCA-01524,46,1
RCA-01525,58,1
RCA-01526,46,1
RCA-01527,45,1
RCA-01528,45,1
RCA-01529,46,1
RCA-01530,43,1
RCA-01531,46,1
RCA-01532,44,1
RCA-01533,47,1
RCA-01534,46,1
RCA-01535,44,1
RCA-01536,44,1
RCA-01537,45,1
RCA-01538,44,1
RCA-01539,42,1
RCA-01540,43,1
RCA-01541,47,1
RCA-01542,45,1
RCA-01543,45,1
RCA-01544,43,1
RCA-01545,47,1
RCA-01546,48,1
RCA-01547,46,1
RCA-01548,45,1
RCA-01549,45,1
RCA-01550,45,1
RCA-01551,45,1
RCA-01552,45,1
RCA-01553,45,1
RCA-01554,45,1
RCA-01555,47,1
RCA-01556,45,1
RCA-01557,55,1
RCA-01558,44,1
RCA-01559,46,1
RCA-01560,43,1
RCA-01561,45,1
RCA-01562,41,1
RCA-01563,58,1
RCA-01564,46,1
RCA-01565,44,1
RCA-01566,44,1
RCA-01567,46,1
RCA-01568,43,1
RCA-01569,42,1
RCA-01570,44,1
RCA-01571,45,1
RCA-01572,48,1
RCA-01573,45,1
RCA-01574,56,1
RCA-01575,45,1
RCA-01576,44,1
RCA-01577,45,1
RCA-01578,45,1
RCA-01579,48,1
RCA-01580,45,1
RCA-01581,57,1
RCA-01582,44,1
RCA-01583,42,1
RCA-01584,44,1
RCA-01585,44,1
RCA-01586,43,1
RCA-01587,50,1
RCA-01588,45,1
RCA-01589,46,1
RCA-01590,43,1
RCA-01591,42,1
RCA-01592,52,1
RCA-01593,45,1
RCA-01594,45,1
RCA-01595,55,1
RCA-01596,45,1
RCA-01597,46,1
RCA-01598,46,1
RCA-01599,41,1
RCA-01600,45,1
RCA-01601,53,1
RCA-01602,46,1
RCA-01603,63,1
RCA-01604,46,1
RCA-01605,45,1
RCA-01606,42,1
RCA-01607,43,1
RCA-01608,41,1
RCA-01609,47,1
RCA-01610,46,1
RCA-01611,46,1
RCA-01612,41,1
RCA-01613,46,1
RCA-01614,44,1
RCA-01615,45,1
RCA-01616,41,1
RCA-01617,45,1
RCA-01618,44,1
RCA-01619,47,1
RCA-01620,45,1
RCA-01621,42,1
RCA-01622,45,1
RCA-01623,47,1
RCA-01624,50,1
RCA-01625,42,1
RCA-01626,45,1
RCA-01627,44,1
RCA-01628,49,1
RCA-01629,49,1
RCA-01630,44,1
RCA-01631,46,1
RCA-01632,46,1
RCA-01633,46,1
RCA-01634,45,1
RCA-01635,41,1
RCA-01636,48,1
RCA-01637,56,1
RCA-01638,45,1
RCA-01639,44,1
RCA-01640,44,1
RCA-01641,45,1
RCA-01642,42,1
RCA-01643,45,1
RCA-01644,43,1
RCA-01645,43,1
RCA-01646,46,1
RCA-01647,44,1
RCA-01648,44,1
RCA-01649,47,1
RCA-01650,44,1
RCA-01651,45,1
RCA-01652,46,1
RCA-01653,49,1
RCA-01654,58,1
RCA-01655,46,1
RCA-01656,44,1
RCA-01657,56,1
RCA-01658,47,1
RCA-01659,45,1
RCA-01660,44,1
RCA-01661,45,1
RCA-01662,43,1
RCA-01663,46,1
RCA-01664,53,1
RCA-01665,48,1
RCA-01666,44,1
RCA-01667,44,1
RCA-01668,43,1
RCA-01669,44,1
RCA-01670,46,1
RCA-01671,43,1
RCA-01672,45,1
RCA-01673,41,1
RCA-01674,45,1
RCA-01675,44,1
RCA-01676,45,1
RCA-01677,45,1
RCA-01678,48,1
RCA-01679,42,1
RCA-01680,48,1
RCA-01681,43,1
RCA-01682,48,1
RCA-01683,56,1
RCA-01684,44,1
RCA-01685,57,1
RCA-01686,45,1
RCA-01687,43,1
RCA-01688,43,1
RCA-01689,45,1
RCA-01690,47,1
RCA-01691,45,1
RCA-01692,43,1
RCA-01693,46,1
RCA-01694,43,1
RCA-01695,48,1
RCA-01696,42,1
RCA-01697,41,1
RCA-01698,45,1
RCA-01699,45,1
RCA-01700,45,1
RCA-01701,45,1
RCA-01702,46,1
RCA-01703,43,1
RCA-01704,44,1
RCA-01705,41,1
RCA-01706,45,1
RCA-01707,55,1
RCA-01708,58,1
RCA-01709,44,1
RCA-01710,46,1
RCA-01711,45,1
RCA-01712,42,1
RCA-01713,45,1
RCA-01714,46,1
RCA-01715,49,1
RCA-01716,49,1
RCA-01717,46,1
RCA-01718,52,1
RCA-01719,44,1
RCA-01720,48,1
RCA-01721,45,1
RCA-01722,41,1
RCA-01723,44,1
RCA-01724,41,1
RCA-01725,45,1
RCA-01726,44,1
RCA-01727,45,1
RCA-01728,49,1
RCA-01729,43,1
RCA-01730,55,1
RCA-01731,43,1
RCA-01732,55,1
RCA-01733,43,1
RCA-01734,52,1
RCA-01735,47,1
RCA-01736,44,1
RCA-01737,47,1
RCA-01738,43,1
RCA-01739,45,1
RCA-01740,54,1
RCA-01741,45,1
RCA-01742,46,1
RCA-01743,46,1
RCA-01744,44,1
RCA-01745,55,1
RCA-01746,43,1
RCA-01747,45,1
RCA-01748,41,1
RCA-01749,57,1
RCA-01750,46,1
RCA-01751,41,1
RCA-01752,45,1
RCA-01753,45,1
RCA-01754,46,1
RCA-01755,43,1
RCA-01756,44,1
RCA-01757,46,1
RCA-01758,44,1
RCA-01759,43,1
RCA-01760,42,1
RCA-01761,44,1
RCA-01762,45,1
RCA-01763,45,1
RCA-01764,45,1
RCA-01765,56,1
RCA-01766,46,1
RCA-01767,41,1
RCA-01768,43,1
RCA-01769,44,1
RCA-01770,43,1
RCA-01771,56,1
RCA-01772,43,1
RCA-01773,45,1
RCA-01774,45,1
RCA-01775,44,1
RCA-01776,46,1
RCA-01777,46,1
RCA-01778,46,1
RCA-01779,45,1
RCA-01780,43,1
RCA-01781,46,1
RCA-01782,46,1
RCA-01783,49,1
RCA-01784,46,1
RCA-01785,44,1
RCA-01786,46,1
RCA-01787,42,1
RCA-01788,44,1
RCA-01789,44,1
RCA-01790,47,1
RCA-01791,45,1
RCA-01792,43,1
RCA-01793,45,1
RCA-01794,45,1
RCA-01795,46,1
RCA-01796,45,1
RCA-01797,55,1
RCA-01798,41,1
RCA-01799,44,1
RCA-01800,46,1
RCA-01801,45,1
RCA-01802,45,1
RCA-01803,52,1
RCA-01804,48,1
RCA-01805,46,1
RCA-01806,42,1
RCA-01807,46,1
RCA-01808,45,1
RCA-01809,41,1
RCA-01810,46,1
RCA-01811,45,1
RCA-01812,46,1
RCA-01813,49,1
RCA-01814,47,1
RCA-01815,44,1
RCA-01816,54,1
RCA-01817,47,1
RCA-01818,58,1
RCA-01819,46,1
RCA-01820,45,1
RCA-01821,46,1
RCA-01822,46,1
RCA-01823,46,1
RCA-01824,47,1
RCA-01825,43,1
RCA-01826,50,1
RCA-01827,43,1
RCA-01828,43,1
RCA-01829,43,1
RCA-01830,59,1
RCA-01831,43,1
RCA-01832,47,1
RCA-01833,55,1
RCA-01834,46,1
RCA-01835,48,1
RCA-01836,45,1
RCA-01837,44,1
RCA-01838,43,1
RCA-01839,46,1
RCA-01840,46,1
RCA-01841,44,1
RCA-01842,48,1
RCA-01843,46,1
RCA-01844,44,1
RCA-01845,44,1
RCA-01846,45,1
RCA-01847,43,1
RCA-01848,46,1
RCA-01849,45,1
RCA-01850,43,1
RCA-01851,47,1
RCA-01852,44,1
RCA-01853,44,1
RCA-01854,45,1
RCA-01855,43,1
RCA-01856,55,1
RCA-01857,43,1
RCA-01858,45,1
RCA-01859,41,1
RCA-01860,45,1
RCA-01861,42,1
RCA-01862,43,1
RCA-01863,45,1
RCA-01864,42,1
RCA-01865,45,1
RCA-01866,47,1
RCA-01867,46,1
RCA-01868,46,1
RCA-01869,46,1
RCA-01870,42,1
RCA-01871,41,1
RCA-01872,44,1
RCA-01873,46,1
RCA-01874,45,1
RCA-01875,42,1
RCA-01876,42,1
RCA-01877,44,1
RCA-01878,44,1
RCA-01879,46,1
RCA-01880,47,1
RCA-01881,55,1
RCA-01882,46,1
RCA-01883,45,1
RCA-01884,43,1
RCA-01885,43,1
RCA-01886,46,1
RCA-01887,49,1
RCA-01888,42,1
RCA-01889,46,1
RCA-01890,56,1
RCA-01891,48,1
RCA-01892,45,1
RCA-01893,50,1
RCA-01894,46,1
RCA-01895,50,1
RCA-01896,48,1
RCA-01897,44,1
RCA-01898,44,1
RCA-01899,45,1
RCA-01900,42,1
RCA-01901,46,1
RCA-01902,55,1
RCA-01903,44,1
RCA-01904,46,1
RCA-01905,55,1
RCA-01906,44,1
RCA-01907,41,1
RCA-01908,47,1
RCA-01909,44,1
RCA-01910,45,1
RCA-01911,43,1
RCA-01912,55,1
RCA-01913,45,1
RCA-01914,46,1
RCA-01915,43,1
RCA-01916,45,1
RCA-01917,43,1
RCA-01918,48,1
RCA-01919,43,1
RCA-01920,45,1
RCA-01921,44,1
RCA-01922,45,1
RCA-01923,44,1
RCA-01924,44,1
RCA-01925,46,1
RCA-01926,44,1
RCA-01927,45,1
RCA-01928,49,1
RCA-01929,45,1
RCA-01930,55,1
RCA-01931,45,1
RCA-01932,46,1
RCA-01933,43,1
RCA-01934,45,1
RCA-01935,44,1
RCA-01936,43,1
RCA-01937,47,1
RCA-01938,56,1
RCA-01939,46,1
RCA-01940,45,1
RCA-01941,47,1
RCA-01942,46,1
RCA-01943,44,1
RCA-01944,47,1
RCA-01945,48,1
RCA-01946,48,1
RCA-01947,46,1
RCA-01948,45,1
RCA-01949,44,1
RCA-01950,44,1
RCA-01951,44,1
RCA-01952,42,1
RCA-01953,44,1
RCA-01954,45,1
RCA-01955,58,1
RCA-01956,48,1
RCA-01957,47,1
RCA-01958,47,1
RCA-01959,44,1
RCA-01960,41,1
RCA-01961,46,1
RCA-01962,41,1
RCA-01963,47,1
RCA-01964,46,1
RCA-01965,45,1
RCA-01966,47,1
RCA-01967,43,1
RCA-01968,43,1
RCA-01969,52,1
RCA-01970,41,1
RCA-01971,45,1
RCA-01972,45,1
RCA-01973,46,1
RCA-01974,46,1
RCA-01975,53,1
RCA-01976,45,1
RCA-01977,49,1
RCA-01978,44,1
RCA-01979,46,1
RCA-01980,52,1
RCA-01981,44,1
RCA-01982,44,1
RCA-01983,44,1
RCA-01984,42,1
RCA-01985,44,1
RCA-01986,57,1
RCA-01987,46,1
RCA-01988,48,1
RCA-01989,45,1
RCA-01990,43,1
RCA-01991,43,1
RCA-01992,45,1
RCA-01993,47,1
RCA-01994,45,1
RCA-01995,42,1
RCA-01996,46,1
RCA-01997,44,1
RCA-01998,45,1
RCA-01999,48,1
RCA-02000,44,1
RCA-02001,45,1
RCA-02002,45,1
RCA-02003,46,1
RCA-02004,49,1
RCA-02005,43,1
RCA-02006,58,1
RCA-02007,46,1
RCA-02008,47,1
RCA-02009,45,1
RCA-02010,45,1
RCA-02011,42,1
RCA-02012,46,1
RCA-02013,46,1
RCA-02014,44,1
RCA-02015,46,1
RCA-02016,42,1
RCA-02017,44,1
RCA-02018,45,1
RCA-02019,43,1
RCA-02020,43,1
RCA-02021,54,1
RCA-02022,48,1
RCA-02023,46,1
RCA-02024,42,1
RCA-02025,45,1
RCA-02026,45,1
RCA-02027,41,1
RCA-02028,44,1
RCA-02029,43,1
RCA-02030,56,1
RCA-02031,49,1
RCA-02032,45,1
RCA-02033,42,1
RCA-02034,45,1
RCA-02035,46,1
RCA-02036,45,1
RCA-02037,46,1
RCA-02038,43,1
RCA-02039,45,1
RCA-02040,51,1
RCA-02041,46,1
RCA-02042,46,1
RCA-02043,43,1
RCA-02044,46,1
RCA-02045,42,1
RCA-02046,46,1
RCA-02047,46,1
RCA-02048,45,1
RCA-02049,46,1
RCA-02050,45,1
RCA-02051,45,1
RCA-02052,47,1
RCA-02053,45,1
RCA-02054,45,1
RCA-02055,46,1
RCA-02056,44,1
RCA-02057,45,1
RCA-02058,41,1
RCA-02059,42,1
RCA-02060,46,1
RCA-02061,46,1
RCA-02062,48,1
RCA-02063,42,1
RCA-02064,59,1
RCA-02065,45,1
RCA-02066,44,1
RCA-02067,45,1
RCA-02068,46,1
RCA-02069,44,1
RCA-02070,42,1
RCA-02071,45,1
RCA-02072,45,1
RCA-02073,45,1
RCA-02074,46,1
RCA-02075,57,1
RCA-02076,47,1
RCA-02077,55,1
RCA-02078,43,1
RCA-02079,43,1
RCA-02080,46,1
RCA-02081,42,1
RCA-02082,42,1
RCA-02083,43,1
RCA-02084,46,1
RCA-02085,46,1
RCA-02086,45,1
RCA-02087,50,1
RCA-02088,43,1
RCA-02089,46,1
RCA-02090,43,1
RCA-02091,46,1
RCA-02092,46,1
RCA-02093,46,1
RCA-02094,44,1
RCA-02095,48,1
RCA-02096,47,1
RCA-02097,56,1
RCA-02098,45,1
RCA-02099,45,1
RCA-02100,43,1
RCA-02101,45,1
RCA-02102,43,1
RCA-02103,44,1
RCA-02104,42,1
RCA-02105,45,1
RCA-02106,46,1
RCA-02107,46,1
RCA-02108,45,1
RCA-02109,45,1
RCA-02110,46,1
RCA-02111,46,1
RCA-02112,46,1
RCA-02113,45,1
RCA-02114,42,1
RCA-02115,44,1
RCA-02116,45,1
RCA-02117,46,1
RCA-02118,44,1
RCA-02119,46,1
RCA-02120,46,1
RCA-02121,43,1
RCA-02122,44,1
RCA-02123,45,1
RCA-02124,44,1
RCA-02125,58,1
RCA-02126,45,1
RCA-02127,43,1
RCA-02128,45,1
RCA-02129,56,1
RCA-02130,42,1
RCA-02131,48,1
RCA-02132,42,1
RCA-02133,43,1
RCA-02134,46,1
RCA-02135,47,1
RCA-02136,46,1
RCA-02137,47,1
RCA-02138,43,1
RCA-02139,45,1
RCA-02140,48,1
RCA-02141,43,1
RCA-02142,47,1
RCA-02143,44,1
RCA-02144,44,1
RCA-02145,43,1
RCA-02146,46,1
RCA-02147,45,1
RCA-02148,46,1
RCA-02149,42,1
RCA-02150,44,1
RCA-02151,45,1
RCA-02152,45,1
RCA-02153,41,1
RCA-02154,46,1
RCA-02155,44,1
RCA-02156,42,1
RCA-02157,43,1
RCA-02158,44,1
RCA-02159,56,1
RCA-02160,45,1
RCA-02161,55,1
RCA-02162,45,1
RCA-02163,47,1
RCA-02164,44,1
RCA-02165,49,1
RCA-02166,45,1
RCA-02167,45,1
RCA-02168,47,1
RCA-02169,45,1
RCA-02170,42,1
RCA-02171,45,1
RCA-02172,58,1
RCA-02173,45,1
RCA-02174,58,1
RCA-02175,45,1
RCA-02176,46,1
RCA-02177,43,1
RCA-02178,46,1
RCA-02179,44,1
RCA-02180,44,1
RCA-02181,44,1
RCA-02182,46,1
RCA-02183,57,1
RCA-02184,43,1
RCA-02185,45,1
RCA-02186,44,1
RCA-02187,43,1
RCA-02188,49,1
RCA-02189,41,1
RCA-02190,44,1
RCA-02191,45,1
RCA-02192,44,1
RCA-02193,45,1
RCA-02194,45,1
RCA-02195,45,1
RCA-02196,47,1
RCA-02197,43,1
RCA-02198,47,1
RCA-02199,49,1
RCA-02200,48,1
RCA-02201,43,1
RCA-02202,45,1
RCA-02203,46,1
RCA-02204,45,1
RCA-02205,46,1
RCA-02206,42,1
RCA-02207,43,1
RCA-02208,45,1
RCA-02209,45,1
RCA-02210,45,1
RCA-02211,48,1
RCA-02212,44,1
RCA-02213,43,1
RCA-02214,46,1
RCA-02215,45,1
RCA-02216,43,1
RCA-02217,46,1
RCA-02218,44,1
RCA-02219,46,1
RCA-02220,43,1
RCA-02221,44,1
RCA-02222,43,1
RCA-02223,48,1
RCA-02224,45,1
RCA-02225,45,1
RCA-02226,44,1
RCA-02227,46,1
RCA-02228,47,1
RCA-02229,46,1
RCA-02230,45,1
RCA-02231,47,1
RCA-02232,46,1
RCA-02233,61,1
RCA-02234,45,1
RCA-02235,46,1
RCA-02236,44,1
RCA-02237,45,1
RCA-02238,42,1
RCA-02239,45,1
RCA-02240,55,1
RCA-02241,42,1
RCA-02242,46,1
RCA-02243,45,1
RCA-02244,45,1
RCA-02245,42,1
RCA-02246,43,1
RCA-02247,44,1
RCA-02248,44,1
RCA-02249,48,1
RCA-02250,45,1
RCA-02251,45,1
RCA-02252,44,1
RCA-02253,47,1
RCA-02254,44,1
RCA-02255,46,1
RCA-02256,45,1
RCA-02257,43,1
RCA-02258,45,1
RCA-02259,44,1
RCA-02260,46,1
RCA-02261,47,1
RCA-02262,48,1
RCA-02263,44,1
RCA-02264,49,1
RCA-02265,45,1
RCA-02266,45,1
RCA-02267,44,1
RCA-02268,42,1
RCA-02269,45,1
RCA-02270,44,1
RCA-02271,44,1
RCA-02272,47,1
RCA-02273,47,1
RCA-02274,45,1
RCA-02275,44,1
RCA-02276,49,1
RCA-02277,42,1
RCA-02278,42,1
RCA-02279,46,1
RCA-02280,47,1
RCA-02281,52,1
RCA-02282,45,1
RCA-02283,43,1
RCA-02284,42,1
RCA-02285,47,1
RCA-02286,42,1
RCA-02287,55,1
RCA-02288,44,1
RCA-02289,43,1
RCA-02290,43,1
RCA-02291,43,1
RCA-02292,41,1
RCA-02293,50,1
RCA-02294,45,1
RCA-02295,43,1
RCA-02296,42,1
RCA-02297,45,1
RCA-02298,47,1
RCA-02299,46,1
RCA-02300,45,1
RCA-02301,57,1
RCA-02302,44,1
RCA-02303,44,1
RCA-02304,49,1
RCA-02305,49,1
RCA-02306,46,1
RCA-02307,42,1
RCA-02308,47,1
RCA-02309,46,1
RCA-02310,48,1
RCA-02311,42,1
RCA-02312,44,1
RCA-02313,47,1
RCA-02314,44,1
RCA-02315,42,1
RCA-02316,44,1
RCA-02317,46,1
RCA-02318,44,1
RCA-02319,41,1
RCA-02320,45,1
RCA-02321,52,1
RCA-02322,45,1
RCA-02323,45,1
RCA-02324,44,1
RCA-02325,45,1
RCA-02326,43,1
RCA-02327,42,1
RCA-02328,47,1
RCA-02329,44,1
RCA-02330,47,1
RCA-02331,41,1
RCA-02332,46,1
RCA-02333,41,1
RCA-02334,43,1
RCA-02335,44,1
RCA-02336,44,1
RCA-02337,46,1
RCA-02338,44,1
RCA-02339,50,1
RCA-02340,45,1
RCA-02341,46,1
RCA-02342,56,1
RCA-02343,52,1
RCA-02344,45,1
RCA-02345,46,1
RCA-02346,46,1
RCA-02347,44,1
RCA-02348,47,1
RCA-02349,46,1
RCA-02350,44,1
RCA-02351,48,1
RCA-02352,45,1
RCA-02353,47,1
RCA-02354,41,1
RCA-02355,45,1
RCA-02356,58,1
RCA-02357,46,1
RCA-02358,46,1
RCA-02359,44,1
RCA-02360,45,1
RCA-02361,44,1
RCA-02362,45,1
RCA-02363,42,1
RCA-02364,41,1
RCA-02365,47,1
RCA-02366,46,1
RCA-02367,46,1
RCA-02368,46,1
RCA-02369,56,1
RCA-02370,45,1
RCA-02371,47,1
RCA-02372,44,1
RCA-02373,49,1
RCA-02374,44,1
RCA-02375,45,1
RCA-02376,52,1
RCA-02377,42,1
RCA-02378,49,1
RCA-02379,44,1
RCA-02380,45,1
RCA-02381,41,1
RCA-02382,43,1
RCA-02383,42,1
RCA-02384,46,1
RCA-02385,43,1
RCA-02386,45,1
RCA-02387,46,1
RCA-02388,45,1
RCA-02389,45,1
RCA-02390,44,1
RCA-02391,45,1
RCA-02392,45,1
RCA-02393,45,1
RCA-02394,42,1
RCA-02395,45,1
RCA-02396,45,1
RCA-02397,44,1
RCA-02398,48,1
RCA-02399,47,1
RCA-02400,44,1
RCA-02401,48,1
RCA-02402,44,1
RCA-02403,44,1
RCA-02404,47,1
RCA-02405,45,1
RCA-02406,47,1
RCA-02407,56,1
RCA-02408,45,1
RCA-02409,45,1
RCA-02410,46,1
RCA-02411,43,1
RCA-02412,63,1
RCA-02413,44,1
RCA-02414,48,1
RCA-02415,42,1
RCA-02416,45,1
RCA-02417,45,1
RCA-02418,42,1
RCA-02419,45,1
RCA-02420,43,1
RCA-02421,47,1
RCA-02422,50,1
RCA-02423,41,1
RCA-02424,46,1
RCA-02425,41,1
RCA-02426,46,1
RCA-02427,44,1
RCA-02428,48,1
RCA-02429,43,1
RCA-02430,43,1
RCA-02431,45,1
RCA-02432,45,1
RCA-02433,45,1
RCA-02434,42,1
RCA-02435,46,1
RCA-02436,42,1
RCA-02437,45,1
RCA-02438,43,1
RCA-02439,43,1
RCA-02440,56,1
RCA-02441,46,1
RCA-02442,45,1
RCA-02443,45,1
RCA-02444,45,1
RCA-02445,44,1
RCA-02446,48,1
RCA-02447,47,1
RCA-02448,51,1
RCA-02449,42,1
RCA-02450,45,1
RCA-02451,45,1
RCA-02452,50,1
RCA-02453,42,1
RCA-02454,46,1
RCA-02455,45,1
RCA-02456,45,1
RCA-02457,46,1
RCA-02458,45,1
RCA-02459,44,1
RCA-02460,44,1
RCA-02461,45,1
RCA-02462,41,1
RCA-02463,44,1
RCA-02464,44,1
RCA-02465,45,1
RCA-02466,46,1
RCA-02467,46,1
RCA-02468,46,1
RCA-02469,44,1
RCA-02470,46,1
RCA-02471,44,1
RCA-02472,45,1
RCA-02473,44,1
RCA-02474,54,1
RCA-02475,44,1
RCA-02476,45,1
RCA-02477,49,1
RCA-02478,42,1
RCA-02479,44,1
RCA-02480,43,1
RCA-02481,50,1
RCA-02482,45,1
RCA-02483,48,1
RCA-02484,56,1
RCA-02485,48,1
RCA-02486,42,1
RCA-02487,45,1
RCA-02488,45,1
RCA-02489,48,1
RCA-02490,45,1
RCA-02491,46,1
RCA-02492,43,1
RCA-02493,44,1
RCA-02494,44,1
RCA-02495,46,1
RCA-02496,42,1
RCA-02497,49,1
RCA-02498,46,1
RCA-02499,45,1
RCA-02500,46,1
RCA-02501,42,1
RCA-02502,45,1
RCA-02503,47,1
RCA-02504,45,1
RCA-02505,44,1
RCA-02506,45,1
RCA-02507,45,1
RCA-02508,43,1
RCA-02509,47,1
RCA-02510,44,1
RCA-02511,44,1
RCA-02512,57,1
RCA-02513,44,1
RCA-02514,44,1
RCA-02515,41,1
RCA-02516,45,1
RCA-02517,44,1
RCA-02518,45,1
RCA-02519,44,1
RCA-02520,45,1
RCA-02521,46,1
RCA-02522,46,1
RCA-02523,44,1
RCA-02524,56,1
RCA-02525,49,1
RCA-02526,45,1
RCA-02527,43,1
RCA-02528,55,1
RCA-02529,45,1
RCA-02530,55,1
RCA-02531,55,1
RCA-02532,46,1
RCA-02533,48,1
RCA-02534,47,1
RCA-02535,46,1
RCA-02536,48,1
RCA-02537,44,1
RCA-02538,47,1
RCA-02539,45,1
RCA-02540,45,1
RCA-02541,45,1
